stop_id,stop_name,stop_lat,stop_lon
7415,Mannheim-Luzenberg,49.5172,8.477775
3163,Mannheim-Neckarau,49.455544,8.494792
5723,Mannheim-Neckarau,49.455544,8.494792
10950,Mannheim-Neckarstadt,49.50363,8.459566
9990,Mannheim-Neckarstadt,49.50363,8.459566
13461,Mannheim-Rheinau,49.42409,8.534944
4794,Mannheim-Rheinau,49.42409,8.534944
2274,Mannheim-Seckenheim,49.450962,8.538107
2300,Mannheim-Seckenheim,49.450962,8.538107
11353,Mannheim-Waldhof,49.52566,8.482603
1317,Mannheim-Waldhof,49.52566,8.482603
13281,Mannheim-Waldhof,49.52566,8.482603
11672,Manternach,49.70646,6.423769
6847,Marbach Ost (Villingen-Schwenningen),48.033684,8.475884
2830,Marbach West(Villingen-Schwenningen),48.031284,8.469154
5675,Marbach West(Villingen-Schwenningen),48.031284,8.469154
12614,Marbach(Neckar),48.943684,9.264452
3713,Marbach(Neckar),48.943684,9.264452
8769,Marbach(Neckar),48.943684,9.264452
12653,Marbach(b Münsingen),48.383717,9.422304
5769,Marbach-Grafeneck,48.395855,9.431171
12090,Marbeck-Heiden,51.809402,6.906067
10119,Marburg Süd,50.794468,8.762431
