route_id,route_short_name,route_type,route_url,agency_id,route_desc,route_color,route_text_color,"route_long_name"
58-23-58,58,3,,19,Feudenheim - Luzenberg - Öllager - Luzenberg,A2C3D6,000000,"(MA Seckenheim OEG-Bahnhof -) MA Feudenheim - Käfertal - Luzenberg - MA Friesenheimer Insel"
57-303-57E,57E,3,,19,Feudenheim - Wallstadt,9D9D9C,000000,"MA Feudenheim - Wallstadt - (Vogelstang -) Wallstadt - MA Feudenheim"
106-211-6,6,3,,19,,966C29,FFFFFF,"Planetarium - Neuostheim"
106-212-6,6,3,,19,,966C29,FFFFFF,"Neuostheim - Paradeplatz"
58-824-58,58,3,,19,Feudenheim - Luzenberg - Öllager - Luzenberg,A2C3D6,000000,"(MA Seckenheim OEG-Bahnhof -) MA Feudenheim - Käfertal - Luzenberg - MA Friesenheimer Insel"
53-28-53,53,3,,19,Kurpfalzbrücke - Käfertal / Im Rott,0BBBEF,000000,"MA Kurpfalzbrücke - Luzenberg - Karl-Feuerstein-Straße - Waldstraße - Käfertal Wald - Kometenweg - Sonnenschein - Feuerwache Nord - Käfertal Rathaus - MA Käfertal Bf - Im Rott"
56-1-56,56,3,,19,Vogelstang - Käfertal,0BBBEF,000000,"MA Vogelstang, Warnemünder Weg - MA Käfertal Bf"
106-214-6,6,3,,19,,966C29,FFFFFF,"Neuostheim - Wasserturm"
58-13-58,58,3,,19,Feudenheim - Luzenberg - Öllager - Luzenberg,A2C3D6,000000,"(MA Seckenheim OEG-Bahnhof -) MA Feudenheim - Käfertal - Luzenberg - MA Friesenheimer Insel"
53-31-53,53,3,,19,Kurpfalzbrücke - Käfertal / Im Rott,0BBBEF,000000,"MA Kurpfalzbrücke - Luzenberg - Karl-Feuerstein-Straße - Waldstraße - Käfertal Wald - Kometenweg - Sonnenschein - Feuerwache Nord - Käfertal Rathaus - MA Käfertal Bf - Im Rott"
58-31-58,58,3,,19,Feudenheim - Luzenberg - Öllager - Luzenberg,A2C3D6,000000,"(MA Seckenheim OEG-Bahnhof -) MA Feudenheim - Käfertal - Luzenberg - MA Friesenheimer Insel"
57-302-57E,57E,3,,19,Feudenheim - Wallstadt,9D9D9C,000000,"MA Feudenheim - Wallstadt - (Vogelstang -) Wallstadt - MA Feudenheim"
64-12-64,64,3,,19,MA Hauptbahnhof - Fahrlach - Käfertal,0091A6,FFFFFF,"MA Hauptbahnhof - Wasserturm - Fahrlach - Feudenheim - MA Käfertal Bf"
58-840-58,58,3,,19,Feudenheim - Luzenberg - Öllager - Luzenberg,A2C3D6,000000,"(MA Seckenheim OEG-Bahnhof -) MA Feudenheim - Käfertal - Luzenberg - MA Friesenheimer Insel"
60-12-60,60,3,,19,Oststadt - Pfeifferswörth,4E2583,FFFFFF,"Pfeifferswörth - Dudenstraße - Ulmenweg - Sandgewann - Herzogenriedstraße - Neckarstadt West - MA Hauptbahnhof - Lanzvilla"
60-3-60,60,3,,19,Oststadt - Pfeifferswörth,4E2583,FFFFFF,"Pfeifferswörth - Dudenstraße - Ulmenweg - Sandgewann - Herzogenriedstraße - Neckarstadt West - MA Hauptbahnhof - Lanzvilla"
60-2-60,60,3,,19,Oststadt - Pfeifferswörth,4E2583,FFFFFF,"Pfeifferswörth - Dudenstraße - Ulmenweg - Sandgewann - Herzogenriedstraße - Neckarstadt West - MA Hauptbahnhof - Lanzvilla"
60-1-60,60,3,,19,Oststadt - Pfeifferswörth,4E2583,FFFFFF,"Pfeifferswörth - Dudenstraße - Ulmenweg - Sandgewann - Herzogenriedstraße - Neckarstadt West - MA Hauptbahnhof - Lanzvilla"
60-23-60,60,3,,19,Oststadt - Pfeifferswörth,4E2583,FFFFFF,"Pfeifferswörth - Dudenstraße - Ulmenweg - Sandgewann - Herzogenriedstraße - Neckarstadt West - MA Hauptbahnhof - Lanzvilla"
106-201-6,6,3,,19,,966C29,FFFFFF,"Berliner Platz - Gerd-Dehof-Platz"
62-2-62,62,3,,19,Neuhermsheim - Neckarvorlandstraße,A89BB1,000000,"MA Neuhermsheim - Oststadt - Kurpfalzbrücke - Neckarspitze - Kurpfalzbrücke - Oststadt - MA Neuhermsheim"
62-1-62,62,3,,19,Neuhermsheim - Neckarvorlandstraße,A89BB1,000000,"MA Neuhermsheim - Oststadt - Kurpfalzbrücke - Neckarspitze - Kurpfalzbrücke - Oststadt - MA Neuhermsheim"
107-474-E,E,3,,19,,9C9C9C,000000,"MA Hauptbahnhof - Vogelstang Zentrum"
54-21-54,54,3,,19,Vogelstang real - Käfertal,B2A0CD,000000,"MA Käfertal Bf - Platz der Freundschaft/Vogelstang Zentrum - MA real Vogelstang - Gorgsheimerstraße/Vogelstang Zentrum - Käfertal Rathaus - MA Käfertal Bf"
54-3-54,54,3,,19,Vogelstang real - Käfertal,B2A0CD,000000,"MA Käfertal Bf - Platz der Freundschaft/Vogelstang Zentrum - MA real Vogelstang - Gorgsheimerstraße/Vogelstang Zentrum - Käfertal Rathaus - MA Käfertal Bf"
63-803-63,63,3,,19,MA Hauptbahnhof - Lindenhof,A2C3D6,000000,"MA Pfalzplatz - Hochschule - Möhlstraße - Kunstverein - Wasserturm - MA Hauptbahnhof"
63-801-63,63,3,,19,MA Hauptbahnhof - Lindenhof,A2C3D6,000000,"MA Pfalzplatz - Hochschule - Möhlstraße - Kunstverein - Wasserturm - MA Hauptbahnhof"
65-2-65,65,3,,19,Hochschule West - Popakademie,8BC5BD,000000,"Hochschule West - Popakademie"
65-1-65,65,3,,19,Hochschule West - Popakademie,8BC5BD,000000,"Popakademie - Hochschule West"
66-811-66,66,3,,19,Taylor Nord-Platz der Freundschaft-Taylor Nord,E6007E,FFFFFF,"MA Käfertal, Platz der Freundschaft - Taylor Nord - Spreewaldallee Chemnitzer Straße - Käfertal, Platz der Freundschaft"
66-812-66,66,3,,19,Taylor Nord-Platz der Freundschaft-Taylor Nord,E6007E,FFFFFF,"MA Käfertal, Platz der Freundschaft - Taylor Nord - Spreewaldallee Chemnitzer Straße - Käfertal, Platz der Freundschaft"
67-1-67,67,3,,19,Franklinschule-Käfertal Bhf-Franklinschule,4E2583,FFFFFF,"MA Käfertal Bahnhof - Benjamin-Franklin-Village - Käfertal Bahnhof"
67-802-67,67,3,,19,Franklinschule-Käfertal Bhf-Franklinschule,4E2583,FFFFFF,"MA Käfertal Bahnhof - Benjamin-Franklin-Village - Käfertal Bahnhof"
53-301-53E,53E,3,,19,Kurpfalzbrücke - Käfertal / Im Rott,9D9D9C,000000,"MA Kurpfalzbrücke - Luzenberg - Karl-Feuerstein-Straße - Waldstraße - Käfertal Wald - Kometenweg - Sonnenschein - Feuerwache Nord - Käfertal Rathaus - MA Käfertal Bf - Im Rott"
60-307-60E,60E,3,,19,Oststadt - Pfeifferswörth,9D9D9C,000000,"Pfeifferswörth - Dudenstraße - Ulmenweg - Sandgewann - Herzogenriedstraße - Neckarstadt West - MA Hauptbahnhof - Lanzvilla"
240-201-$,E,3,,19,,9C9C9C,000000,"Feudenheim - MA Waldorfschule"
501-2-1,1,3,,19,,F39B9B,000000,"Rheinau Bahnhof - Tattersall"
501-1-1,1,3,,19,,F39B9B,000000,"Tattersall - Rheinau Bahnhof"
501-12-1,1,3,,19,,F39B9B,000000,"Rheinau Bahnhof - Krappmühlstraße"
501-11-1,1,3,,19,,F39B9B,000000,"Krappmühlstraße - Rheinau Bahnhof"
501-3-1,1,3,,19,,F39B9B,000000,"MA Hochschule - Rheinau Bahnhof"
501-8-1,1,3,,19,,F39B9B,000000,"Rheinau Bahnhof - Tattersall"
501-4-1,1,3,,19,,F39B9B,000000,"Rheinau Bahnhof - MA Hauptbahnhof"
501-6-1,1,3,,19,,F39B9B,000000,"Rheinau Bahnhof - MA Hochschule"
501-471-E,E,3,,19,,9C9C9C,000000,"Sporwörthplatz - Rheinau Karlsplatz"
501-472-E,E,3,,19,,9C9C9C,000000,"Rheinau Karlsplatz - Sporwörthplatz"
30-829-30,30,3,,19,MPI Astronomie - HITS,B2A0CD,000000,"Schlierbach HITS - Universitätsplatz - Max-Planck-Institut für Astronomie"
30-18-30,30,3,,19,MPI Astronomie - HITS,B2A0CD,000000,"Schlierbach HITS - Universitätsplatz - Max-Planck-Institut für Astronomie"
30-13-30,30,3,,19,MPI Astronomie - HITS,B2A0CD,000000,"Schlierbach HITS - Universitätsplatz - Max-Planck-Institut für Astronomie"
30-16-30,30,3,,19,MPI Astronomie - HITS,B2A0CD,000000,"Schlierbach HITS - Universitätsplatz - Max-Planck-Institut für Astronomie"
30-11-30,30,3,,19,MPI Astronomie - HITS,B2A0CD,000000,"Schlierbach HITS - Universitätsplatz - Max-Planck-Institut für Astronomie"
30-821-30,30,3,,19,MPI Astronomie - HITS,B2A0CD,000000,"Schlierbach HITS - Universitätsplatz - Max-Planck-Institut für Astronomie"
30-823-30,30,3,,19,MPI Astronomie - HITS,B2A0CD,000000,"Schlierbach HITS - Universitätsplatz - Max-Planck-Institut für Astronomie"
30-827-30,30,3,,19,MPI Astronomie - HITS,B2A0CD,000000,"Schlierbach HITS - Universitätsplatz - Max-Planck-Institut für Astronomie"
31-22-31,31,3,,19,Uniklinikum - Neuenheim - Uniplatz,4A96D2,000000,"HD Uniklinikum - Neuenheim - Bismarckplatz - Universitätsplatz"
31-1-31,31,3,,19,Uniklinikum - Neuenheim - Uniplatz,4A96D2,000000,"HD Uniklinikum - Neuenheim - Bismarckplatz - Universitätsplatz"
32-2-32,32,3,,19,Uniklinikum - Hauptbf. - Uniplatz,A2C3D6,000000,"HD Uniklinikum - Zoo - HD Hbf - Bismarckplatz - Universitätsplatz"
32-1-32,32,3,,19,Uniklinikum - Hauptbf. - Uniplatz,A2C3D6,000000,"HD Uniklinikum - Zoo - HD Hbf - Bismarckplatz - Universitätsplatz"
31-2-31,31,3,,19,Uniklinikum - Neuenheim - Uniplatz,4A96D2,000000,"HD Uniklinikum - Neuenheim - Bismarckplatz - Universitätsplatz"
31-5-31,31,3,,19,Uniklinikum - Neuenheim - Uniplatz,4A96D2,000000,"HD Uniklinikum - Neuenheim - Bismarckplatz - Universitätsplatz"
32-14-32,32,3,,19,Uniklinikum - Hauptbf. - Uniplatz,A2C3D6,000000,"HD Uniklinikum - Zoo - HD Hbf - Bismarckplatz - Universitätsplatz"
31-24-31,31,3,,19,Uniklinikum - Neuenheim - Uniplatz,4A96D2,000000,"HD Uniklinikum - Neuenheim - Bismarckplatz - Universitätsplatz"
32-11-32,32,3,,19,Uniklinikum - Hauptbf. - Uniplatz,A2C3D6,000000,"HD Uniklinikum - Zoo - HD Hbf - Bismarckplatz - Universitätsplatz"
34-858-34,34,3,,19,Stotz - Heidebuckelweg,009FE3,FFFFFF,"HD Pfaffengrund - Wieblingen - Heidelberg Hbf - Wilhelmsfeld - Heiligkreuzsteinach"
34-4-34,34,3,,19,Stotz - Heidebuckelweg,009FE3,FFFFFF,"HD Pfaffengrund - Wieblingen - Heidelberg Hbf - Wilhelmsfeld - Heiligkreuzsteinach"
34-20-34,34,3,,19,Stotz - Heidebuckelweg,009FE3,FFFFFF,"HD Pfaffengrund - Wieblingen - Heidelberg Hbf - Wilhelmsfeld - Heiligkreuzsteinach"
34-2-34,34,3,,19,Stotz - Heidebuckelweg,009FE3,FFFFFF,"HD Pfaffengrund - Wieblingen - Heidelberg Hbf - Wilhelmsfeld - Heiligkreuzsteinach"
34-301-34E,34E,3,,19,Stotz - Heidebuckelweg,9D9D9C,000000,"HD Pfaffengrund - Wieblingen - Heidelberg Hbf - Wilhelmsfeld - Heiligkreuzsteinach"
34-303-34E,34E,3,,19,Stotz - Heidebuckelweg,9D9D9C,000000,"HD Pfaffengrund - Wieblingen - Heidelberg Hbf - Wilhelmsfeld - Heiligkreuzsteinach"
433-401-E,E,3,,19,,9C9C9C,000000,"HD Hauptbahnhof - SNP dome (hip)"
4-121-4,4,0,,19,Bad Dürkheim - Oggersheim - Waldfriedhof,E30613,FFFFFF,"Bad Dürkheim - LU Oggersheim - LU Hbf - Berliner Platz - MA Hbf - Wasserturm - Paradeplatz - Alte Feuerwache - Schafweide - Universitätsklinikum - Bonafitiuskirche - Ulmenweg - Waldfriedhof"
5-97-5,5,0,,19,Weinheim - Mannheim - Heidelberg (Rundf),00975F,FFFFFF,"Weinheim - Heidelberg - Mannheim - Viernheim - Weinheim"
5-56-5,5,0,,19,Weinheim - Mannheim - Heidelberg (Rundf),00975F,FFFFFF,"Weinheim - Heidelberg - Mannheim - Viernheim - Weinheim"
5-33-5,5,0,,19,Weinheim - Mannheim - Heidelberg (Rundf),00975F,FFFFFF,"Weinheim - Heidelberg - Mannheim - Viernheim - Weinheim"
5-80-5,5,0,,19,Weinheim - Mannheim - Heidelberg (Rundf),00975F,FFFFFF,"Weinheim - Heidelberg - Mannheim - Viernheim - Weinheim"
5-40-5,5,0,,19,Weinheim - Mannheim - Heidelberg (Rundf),00975F,FFFFFF,"Weinheim - Heidelberg - Mannheim - Viernheim - Weinheim"
95-1-95,95,3,,19,Berliner Platz - maudach,0069B4,FFFFFF,"Maudach - Berliner Platz"
95-5-95,95,3,,19,Berliner Platz - maudach,0069B4,FFFFFF,"Maudach - Berliner Platz"
96-2-96,96,3,,19,Berliner Platz - Rheingönheim,C05C13,FFFFFF,"LU Berliner Platz - Mundenheim - Rheingönheim - Gartenstadt - Maudach"
60-31-60,60,3,,19,Oststadt - Pfeifferswörth,4E2583,FFFFFF,"Pfeifferswörth - Dudenstraße - Ulmenweg - Sandgewann - Herzogenriedstraße - Neckarstadt West - MA Hauptbahnhof - Lanzvilla"
60-32-60,60,3,,19,Oststadt - Pfeifferswörth,4E2583,FFFFFF,"Pfeifferswörth - Dudenstraße - Ulmenweg - Sandgewann - Herzogenriedstraße - Neckarstadt West - MA Hauptbahnhof - Lanzvilla"
106-220-6,6,3,,19,,966C29,FFFFFF,"Kunsthalle - Berliner Platz"
322-213-M2,M2,3,,19,,009FE3,FFFFFF,"Wieblingen Mitte - Bismarckplatz"
322-215-M2,M2,3,,19,,009FE3,FFFFFF,"Bismarckplatz - Universitätsplatz"
322-206-M2,M2,3,,19,,009FE3,FFFFFF,"Universitätsplatz - Wieblingen Mitte"
322-201-M2,M2,3,,19,,009FE3,FFFFFF,"Wieblingen Mitte - Universitätsplatz"
322-202-M2,M2,3,,19,,009FE3,FFFFFF,"Universitätsplatz - Wieblingen Mitte"
34-28-34,34,3,,19,Stotz - Heidebuckelweg,009FE3,FFFFFF,"HD Pfaffengrund - Wieblingen - Heidelberg Hbf - Wilhelmsfeld - Heiligkreuzsteinach"
35-20-35,35,3,,19,Wieblingen - Neckargemünd,4E2583,FFFFFF,"HD Wieblingen - Bismarckplatz - Schlierbach - Neckargemünd"
322-204-M2,M2,3,,19,,009FE3,FFFFFF,"Universitätsplatz - Wieblingen Mitte"
323-202-M3,M3,3,,19,,4E2583,FFFFFF,"Kolbenzeil - Bismarckplatz"
325-202-M5,M5,3,,19,,FFCC00,000000,"S-Bahnhof Altstadt - Kirschnerstraße"
325-201-M5,M5,3,,19,,FFCC00,000000,"Kirschnerstraße - S-Bahnhof Altstadt"
325-215-M5,M5,3,,19,,FFCC00,000000,"HD Hauptbahnhof - S-Bahnhof Altstadt"
325-204-M5,M5,3,,19,,FFCC00,000000,"S-Bahnhof Altstadt - Kopfklinik"
325-203-M5,M5,3,,19,,FFCC00,000000,"Kopfklinik - S-Bahnhof Altstadt"
1-91-1,1,0,,19,Rheinau - Schönau,F39B9B,000000,"MA Rheinau Bf - Neckarau - MA Hbf - Paradeplatz - Waldhof - MA Schönau"
1-2-1,1,0,,19,Rheinau - Schönau,F39B9B,000000,"MA Rheinau Bf - Neckarau - MA Hbf - Paradeplatz - Waldhof - MA Schönau"
1-1-1,1,0,,19,Rheinau - Schönau,F39B9B,000000,"MA Rheinau Bf - Neckarau - MA Hbf - Paradeplatz - Waldhof - MA Schönau"
1-3-1,1,0,,19,Rheinau - Schönau,F39B9B,000000,"MA Rheinau Bf - Neckarau - MA Hbf - Paradeplatz - Waldhof - MA Schönau"
1-142-1,1,0,,19,Rheinau - Schönau,F39B9B,000000,"MA Rheinau Bf - Neckarau - MA Hbf - Paradeplatz - Waldhof - MA Schönau"
1-13-1,1,0,,19,Rheinau - Schönau,F39B9B,000000,"MA Rheinau Bf - Neckarau - MA Hbf - Paradeplatz - Waldhof - MA Schönau"
1-12-1,1,0,,19,Rheinau - Schönau,F39B9B,000000,"MA Rheinau Bf - Neckarau - MA Hbf - Paradeplatz - Waldhof - MA Schönau"
1-152-1,1,0,,19,Rheinau - Schönau,F39B9B,000000,"MA Rheinau Bf - Neckarau - MA Hbf - Paradeplatz - Waldhof - MA Schönau"
1-452-E,E,0,,19,Rheinau - Schönau,9C9C9C,000000,"MA Rheinau Bf - Neckarau - MA Hbf - Paradeplatz - Waldhof - MA Schönau"
1-141-1,1,0,,19,Rheinau - Schönau,F39B9B,000000,"MA Rheinau Bf - Neckarau - MA Hbf - Paradeplatz - Waldhof - MA Schönau"
1-451-E,E,0,,19,Rheinau - Schönau,9C9C9C,000000,"MA Rheinau Bf - Neckarau - MA Hbf - Paradeplatz - Waldhof - MA Schönau"
1-151-1,1,0,,19,Rheinau - Schönau,F39B9B,000000,"MA Rheinau Bf - Neckarau - MA Hbf - Paradeplatz - Waldhof - MA Schönau"
1-32-1,1,0,,19,Rheinau - Schönau,F39B9B,000000,"MA Rheinau Bf - Neckarau - MA Hbf - Paradeplatz - Waldhof - MA Schönau"
1-411-E,E,0,,19,Rheinau - Schönau,9C9C9C,000000,"MA Rheinau Bf - Neckarau - MA Hbf - Paradeplatz - Waldhof - MA Schönau"
1-41-1,1,0,,19,Rheinau - Schönau,F39B9B,000000,"MA Rheinau Bf - Neckarau - MA Hbf - Paradeplatz - Waldhof - MA Schönau"
6-482-E,E,0,,19,Rheingönheim - Neuostheim/Neuhermsheim,9C9C9C,000000,"MA SAP Arena S-Bahnhof - Neuostheim/Neuhermsheim - Paradeplatz - MA Rathaus - LU Rathaus - Berliner Platz - LU Rheingönheim"
1-16-1,1,0,,19,Rheinau - Schönau,F39B9B,000000,"MA Rheinau Bf - Neckarau - MA Hbf - Paradeplatz - Waldhof - MA Schönau"
8-27-8,8,0,,19,Rheinau - Oppau,E17600,000000,"Expresslinie MA Rheinau - Tattersall - MA Hbf - Berliner Platz - LU Oppau"
8-2-8,8,0,,19,Rheinau - Oppau,E17600,000000,"Expresslinie MA Rheinau - Tattersall - MA Hbf - Berliner Platz - LU Oppau"
1-443-E,E,0,,19,Rheinau - Schönau,9C9C9C,000000,"MA Rheinau Bf - Neckarau - MA Hbf - Paradeplatz - Waldhof - MA Schönau"
1-480-E,E,0,,19,Rheinau - Schönau,9C9C9C,000000,"MA Rheinau Bf - Neckarau - MA Hbf - Paradeplatz - Waldhof - MA Schönau"
8-25-8,8,0,,19,Rheinau - Oppau,E17600,000000,"Expresslinie MA Rheinau - Tattersall - MA Hbf - Berliner Platz - LU Oppau"
8-23-8,8,0,,19,Rheinau - Oppau,E17600,000000,"Expresslinie MA Rheinau - Tattersall - MA Hbf - Berliner Platz - LU Oppau"
8-12-8,8,0,,19,Rheinau - Oppau,E17600,000000,"Expresslinie MA Rheinau - Tattersall - MA Hbf - Berliner Platz - LU Oppau"
58-2-58,58,3,,19,Feudenheim - Luzenberg - Öllager - Luzenberg,A2C3D6,000000,"(MA Seckenheim OEG-Bahnhof -) MA Feudenheim - Käfertal - Luzenberg - MA Friesenheimer Insel"
64-1-64,64,3,,19,MA Hauptbahnhof - Fahrlach - Käfertal,0091A6,FFFFFF,"MA Hauptbahnhof - Wasserturm - Fahrlach - Feudenheim - MA Käfertal Bf"
63-301-63E,63E,3,,19,MA Hauptbahnhof - Lindenhof,9D9D9C,000000,"MA Pfalzplatz - Hochschule - Möhlstraße - Kunstverein - Wasserturm - MA Hauptbahnhof"
63-2-63,63,3,,19,MA Hauptbahnhof - Lindenhof,A2C3D6,000000,"MA Pfalzplatz - Hochschule - Möhlstraße - Kunstverein - Wasserturm - MA Hauptbahnhof"
58-30-58,58,3,,19,Feudenheim - Luzenberg - Öllager - Luzenberg,A2C3D6,000000,"(MA Seckenheim OEG-Bahnhof -) MA Feudenheim - Käfertal - Luzenberg - MA Friesenheimer Insel"
58-22-58,58,3,,19,Feudenheim - Luzenberg - Öllager - Luzenberg,A2C3D6,000000,"(MA Seckenheim OEG-Bahnhof -) MA Feudenheim - Käfertal - Luzenberg - MA Friesenheimer Insel"
58-24-58,58,3,,19,Feudenheim - Luzenberg - Öllager - Luzenberg,A2C3D6,000000,"(MA Seckenheim OEG-Bahnhof -) MA Feudenheim - Käfertal - Luzenberg - MA Friesenheimer Insel"
58-40-58,58,3,,19,Feudenheim - Luzenberg - Öllager - Luzenberg,A2C3D6,000000,"(MA Seckenheim OEG-Bahnhof -) MA Feudenheim - Käfertal - Luzenberg - MA Friesenheimer Insel"
63-3-63,63,3,,19,MA Hauptbahnhof - Lindenhof,A2C3D6,000000,"MA Pfalzplatz - Hochschule - Möhlstraße - Kunstverein - Wasserturm - MA Hauptbahnhof"
63-1-63,63,3,,19,MA Hauptbahnhof - Lindenhof,A2C3D6,000000,"MA Pfalzplatz - Hochschule - Möhlstraße - Kunstverein - Wasserturm - MA Hauptbahnhof"
67-2-67,67,3,,19,Franklinschule-Käfertal Bhf-Franklinschule,4E2583,FFFFFF,"MA Käfertal Bahnhof - Benjamin-Franklin-Village - Käfertal Bahnhof"
1-856-1,1,0,,19,Rheinau - Schönau,F39B9B,000000,"MA Rheinau Bf - Neckarau - MA Hbf - Paradeplatz - Waldhof - MA Schönau"
